,Pclass,Sex_1,Age,SibSp,Parch,Fare,Embarked_1,Embarked_2,FamilySize,Title_1,Title_2,Title_3,Title_4
0,1.0,1.0,0.4282483035938678,0.0,0.0,0.015281580671177828,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,1.0,0.0,0.5853229454636844,0.125,0.0,0.013663090060062943,1.0,0.0,0.1,0.0,1.0,0.0,0.0
2,0.5,1.0,0.7738125157074642,0.0,0.0,0.018908740708122825,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,1.0,1.0,0.33400351847197784,0.0,0.0,0.016908073949327893,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4,1.0,0.0,0.2711736617240512,0.125,0.16666666666666666,0.023983602730431916,1.0,0.0,0.20000000000000004,0.0,1.0,0.0,0.0
5,1.0,1.0,0.17064589092736868,0.0,0.0,0.01800600082915438,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6,1.0,0.0,0.37170143252073384,0.0,0.0,0.014891206669461744,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7,0.5,1.0,0.32143754712239253,0.125,0.16666666666666666,0.056604230248832196,1.0,0.0,0.20000000000000004,1.0,0.0,0.0,0.0
8,1.0,0.0,0.22090977632571,0.0,0.0,0.014110458666029575,0.0,1.0,0.0,0.0,1.0,0.0,0.0
9,1.0,1.0,0.2586076903744659,0.25,0.0,0.04713766070721715,1.0,0.0,0.20000000000000004,1.0,0.0,0.0,0.0
10,1.0,1.0,0.37512679519283465,0.0,0.0,0.015411575213749286,1.0,0.0,0.0,1.0,0.0,0.0,0.0
11,0.0,1.0,0.5727569741140991,0.0,0.0,0.050748620223090936,1.0,0.0,0.0,1.0,0.0,0.0,0.0
12,0.0,0.0,0.2837396330736366,0.125,0.0,0.16057390443488287,1.0,0.0,0.1,0.0,1.0,0.0,0.0
13,0.5,1.0,0.7863784870570495,0.125,0.0,0.050748620223090936,1.0,0.0,0.1,1.0,0.0,0.0,0.0
14,0.0,0.0,0.5853229454636844,0.125,0.0,0.11940564777490723,1.0,0.0,0.1,0.0,1.0,0.0,0.0
15,0.5,0.0,0.2963056044232219,0.125,0.0,0.05410739813385612,0.0,1.0,0.1,0.0,1.0,0.0,0.0
16,0.5,1.0,0.4345312892686604,0.0,0.0,0.024105594605968193,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17,1.0,1.0,0.2586076903744659,0.0,0.0,0.014102260811993537,0.0,1.0,0.0,1.0,0.0,0.0,0.0
18,1.0,0.0,0.33400351847197784,0.125,0.0,0.015468569817999833,1.0,0.0,0.1,0.0,0.0,1.0,0.0
19,1.0,0.0,0.5601910027645137,0.0,0.0,0.014102260811993537,0.0,1.0,0.0,0.0,1.0,0.0,0.0
20,0.0,1.0,0.685850716260367,0.125,0.0,0.11594107850967697,0.0,1.0,0.1,1.0,0.0,0.0,0.0
21,1.0,1.0,0.10781603417944208,0.0,0.16666666666666666,0.0061889894232067975,1.0,0.0,0.1,0.0,0.0,0.0,1.0
22,0.0,0.0,0.37512679519283465,0.0,0.0,0.06184168304285603,1.0,0.0,0.0,0.0,1.0,0.0,0.0
23,0.0,1.0,0.2586076903744659,0.0,0.16666666666666666,0.11980421963065935,0.0,1.0,0.1,1.0,0.0,0.0,0.0
24,0.0,0.0,0.5978889168132697,0.125,0.5,0.5121218935012878,0.0,1.0,0.4,0.0,1.0,0.0,0.0
25,1.0,1.0,0.6230208595124404,0.125,0.0,0.028302115124416098,1.0,0.0,0.1,1.0,0.0,0.0,0.0
26,0.0,0.0,0.2711736617240512,0.0,0.16666666666666666,0.1209753416358076,0.0,1.0,0.1,0.0,0.0,1.0,0.0
27,1.0,1.0,0.2774566473988439,0.0,0.0,0.014102260811993537,0.0,1.0,0.0,1.0,0.0,0.0,0.0
28,0.0,1.0,0.5099271173661725,0.0,0.0,0.05953203526170282,1.0,0.0,0.0,1.0,0.0,0.0,0.0
29,1.0,1.0,0.37512679519283465,0.25,0.0,0.04231498029001666,0.0,1.0,0.20000000000000004,1.0,0.0,0.0,0.0
30,0.5,1.0,0.6230208595124404,0.125,0.0,0.050748620223090936,1.0,0.0,0.1,1.0,0.0,0.0,0.0
31,0.5,1.0,0.2963056044232219,0.25,0.0,0.061483905270283246,1.0,0.0,0.20000000000000004,1.0,0.0,0.0,0.0
32,1.0,0.0,0.4093993465694898,0.125,0.3333333333333333,0.04015972542654215,1.0,0.0,0.30000000000000004,0.0,1.0,0.0,0.0
33,1.0,0.0,0.37512679519283465,0.125,0.3333333333333333,0.04577135170121086,1.0,0.0,0.30000000000000004,0.0,1.0,0.0,0.0
34,0.0,1.0,0.37170143252073384,0.125,0.0,0.11272049299551928,0.0,1.0,0.1,1.0,0.0,0.0,0.0
35,1.0,1.0,0.22719276200050265,0.0,0.0,0.014110458666029575,0.0,1.0,0.0,1.0,0.0,0.0,0.0
36,1.0,0.0,0.37512679519283465,0.0,0.0,0.015712553569072387,1.0,0.0,0.0,0.0,0.0,1.0,0.0
37,1.0,0.0,0.2586076903744659,0.0,0.0,0.016908073949327893,1.0,0.0,0.0,0.0,0.0,1.0,0.0
38,1.0,1.0,0.3088715757728072,0.0,0.0,0.018542765081513996,1.0,0.0,0.0,1.0,0.0,0.0,0.0
39,1.0,1.0,0.37512679519283465,0.0,0.0,0.11027245763075773,1.0,0.0,0.0,1.0,0.0,0.0,0.0
40,1.0,1.0,0.4847951746670017,0.0,0.16666666666666666,0.026187654344120927,0.0,1.0,0.1,1.0,0.0,0.0,0.0
41,0.0,1.0,0.37512679519283465,0.0,0.0,0.051822148727810165,1.0,0.0,0.0,1.0,0.0,0.0,0.0
42,1.0,1.0,0.5099271173661725,0.0,0.0,0.0153221795673563,1.0,0.0,0.0,1.0,0.0,0.0,0.0
43,0.5,0.0,0.37170143252073384,0.0,0.0,0.025374310111545468,1.0,0.0,0.0,0.0,1.0,0.0,0.0
44,0.0,0.0,0.5601910027645137,0.125,0.0,0.10257896680493714,1.0,0.0,0.1,0.0,1.0,0.0,0.0
45,1.0,1.0,0.3088715757728072,0.0,0.0,0.015468569817999833,1.0,0.0,0.0,1.0,0.0,0.0,0.0
46,0.0,1.0,0.5601910027645137,0.0,0.0,0.057970539254838485,0.0,1.0,0.0,1.0,0.0,0.0,0.0
47,1.0,1.0,0.37512679519283465,0.0,0.0,0.015126992566498259,0.0,0.0,0.0,1.0,0.0,0.0,0.0
48,0.0,0.0,0.7486805730082936,0.0,0.0,0.14891148113361488,0.0,1.0,0.0,0.0,1.0,0.0,0.0
49,1.0,0.0,0.4470972606182458,0.0,0.3333333333333333,0.031034733136428686,1.0,0.0,0.20000000000000004,0.0,1.0,0.0,0.0
50,0.0,1.0,0.2963056044232219,0.125,0.0,0.11711220051482524,1.0,0.0,0.1,1.0,0.0,0.0,0.0
51,0.5,1.0,0.33400351847197784,0.0,0.0,0.029343047399992037,0.0,1.0,0.0,1.0,0.0,0.0,0.0
52,0.5,0.0,0.24604171902488062,0.25,0.16666666666666666,0.044893010197349675,1.0,0.0,0.30000000000000004,0.0,0.0,1.0,0.0
53,0.0,0.0,0.34656948982156316,0.375,0.3333333333333333,0.5133418122566507,1.0,0.0,0.5000000000000001,0.0,0.0,1.0,0.0
54,0.5,1.0,0.37512679519283465,0.0,0.0,0.03040857323767609,0.0,1.0,0.0,1.0,0.0,0.0,0.0
55,1.0,1.0,0.12038200552902739,0.5,0.16666666666666666,0.05684821399990475,0.0,0.0,0.5000000000000001,0.0,0.0,0.0,1.0
56,1.0,1.0,0.4345312892686604,0.0,0.0,0.015411575213749286,1.0,0.0,0.0,1.0,0.0,0.0,0.0
57,1.0,1.0,0.3088715757728072,0.0,0.0,0.014931805565640218,1.0,0.0,0.0,1.0,0.0,0.0,0.0
58,1.0,1.0,0.37512679519283465,0.125,0.0,0.031425107138144774,1.0,0.0,0.1,1.0,0.0,0.0,0.0
59,0.0,0.0,0.4470972606182458,0.0,0.0,0.5121218935012878,0.0,1.0,0.0,0.0,0.0,1.0,0.0
60,1.0,1.0,0.20834380497612465,0.0,0.0,0.015411575213749286,1.0,0.0,0.0,1.0,0.0,0.0,0.0
61,0.5,1.0,0.39683337521990447,0.0,0.0,0.026350245115835676,1.0,0.0,0.0,1.0,0.0,0.0,0.0
62,1.0,1.0,0.22090977632571,0.0,0.0,0.015126992566498259,1.0,0.0,0.0,1.0,0.0,0.0,0.0
63,1.0,0.0,0.2711736617240512,0.0,0.0,0.015078195816283748,0.0,0.0,0.0,0.0,0.0,1.0,0.0
64,0.0,1.0,0.15807991957778336,0.25,0.3333333333333333,0.5121218935012878,0.0,1.0,0.4,0.0,0.0,0.0,1.0
65,0.5,0.0,0.37512679519283465,0.0,0.0,0.04098927018018883,1.0,0.0,0.0,0.0,1.0,0.0,0.0
66,1.0,0.0,0.22090977632571,0.0,0.0,0.01537917417160685,0.0,0.0,0.0,0.0,0.0,1.0,0.0
67,0.0,1.0,0.5853229454636844,0.0,0.0,0.08275928836380983,1.0,0.0,0.0,1.0,0.0,0.0,0.0
68,0.0,1.0,0.38426740387031916,0.0,0.0,0.05570149036986375,0.0,1.0,0.0,1.0,0.0,0.0,0.0
69,0.0,0.0,0.7486805730082936,0.125,0.6666666666666666,0.5133418122566507,1.0,0.0,0.5000000000000001,0.0,1.0,0.0,0.0
70,1.0,0.0,0.2963056044232219,0.0,0.0,0.015126992566498259,0.0,0.0,0.0,0.0,0.0,1.0,0.0
71,1.0,1.0,0.2586076903744659,0.0,0.0,0.015411575213749286,1.0,0.0,0.0,1.0,0.0,0.0,0.0
72,1.0,0.0,0.35913546117114853,0.0,0.0,0.015468569817999833,1.0,0.0,0.0,0.0,0.0,1.0,0.0
73,0.0,1.0,0.35285247549635584,0.0,0.0,0.05410739813385612,0.0,1.0,0.0,1.0,0.0,0.0,0.0
74,0.0,0.0,0.4345312892686604,0.0,0.0,0.41282050681475896,0.0,1.0,0.0,0.0,0.0,1.0,0.0
75,0.0,1.0,0.40311636089469716,0.0,0.0,0.41282050681475896,0.0,1.0,0.0,1.0,0.0,0.0,0.0
76,1.0,1.0,0.37512679519283465,0.0,0.0,0.015712553569072387,1.0,0.0,0.0,1.0,0.0,0.0,0.0
77,0.0,0.0,0.685850716260367,0.25,0.0,0.05016305922051681,1.0,0.0,0.20000000000000004,0.0,1.0,0.0,0.0
78,0.5,1.0,0.37170143252073384,0.0,0.0,0.025374310111545468,1.0,0.0,0.0,1.0,0.0,0.0,0.0
79,1.0,0.0,0.2963056044232219,0.0,0.0,0.015126992566498259,0.0,0.0,0.0,0.0,0.0,1.0,0.0
80,1.0,1.0,0.0701181201306861,0.125,0.16666666666666666,0.029757819776815374,0.0,1.0,0.20000000000000004,0.0,0.0,0.0,1.0
81,0.0,1.0,0.8366423724553909,0.125,0.0,0.4328841690069588,1.0,0.0,0.1,1.0,0.0,0.0,0.0
82,0.0,1.0,0.610454888162855,0.0,0.0,0.050748620223090936,1.0,0.0,0.0,1.0,0.0,0.0,0.0
83,1.0,1.0,0.37512679519283465,0.0,0.0,0.015411575213749286,1.0,0.0,0.0,1.0,0.0,0.0,0.0
84,0.5,1.0,0.37512679519283465,0.0,0.0,0.020901209612881715,0.0,0.0,0.0,1.0,0.0,0.0,0.0
85,1.0,1.0,0.37512679519283465,0.125,0.0,0.028212719478023115,0.0,1.0,0.1,1.0,0.0,0.0,0.0
86,1.0,0.0,0.33400351847197784,0.0,0.0,0.01537917417160685,0.0,0.0,0.0,0.0,0.0,1.0,0.0
87,1.0,0.0,0.22090977632571,0.0,0.0,0.015712553569072387,1.0,0.0,0.0,0.0,0.0,1.0,0.0
88,1.0,0.0,0.37512679519283465,0.0,0.0,0.015126992566498259,0.0,0.0,0.0,0.0,0.0,1.0,0.0
89,0.5,1.0,0.01985423473234481,0.125,0.16666666666666666,0.044893010197349675,1.0,0.0,0.20000000000000004,0.0,0.0,0.0,1.0
90,1.0,0.0,0.2711736617240512,0.125,0.0,0.027130993119267845,1.0,0.0,0.1,0.0,1.0,0.0,0.0
91,1.0,1.0,0.37512679519283465,0.0,0.0,0.015175789316712771,1.0,0.0,0.0,1.0,0.0,0.0,0.0
92,0.0,0.0,0.33400351847197784,0.125,0.3333333333333333,0.10149724044618187,1.0,0.0,0.30000000000000004,0.0,1.0,0.0,0.0
93,1.0,1.0,0.37512679519283465,0.0,0.0,0.015712553569072387,1.0,0.0,0.0,1.0,0.0,0.0,0.0
94,0.0,1.0,0.3088715757728072,0.0,0.0,0.050748620223090936,0.0,1.0,0.0,1.0,0.0,0.0,0.0
95,1.0,1.0,0.3088715757728072,0.0,0.0,0.015216388212891242,1.0,0.0,0.0,1.0,0.0,0.0,0.0
96,0.0,0.0,0.9497361146016587,0.125,0.0,0.15390495017656614,1.0,0.0,0.1,0.0,1.0,0.0,0.0
97,1.0,1.0,0.35913546117114853,0.0,0.0,0.015468569817999833,1.0,0.0,0.0,1.0,0.0,0.0,0.0
98,1.0,0.0,0.24604171902488062,0.0,0.0,0.015330377421392339,1.0,0.0,0.0,0.0,0.0,1.0,0.0
99,1.0,1.0,0.4093993465694898,0.0,0.0,0.015712553569072387,1.0,0.0,0.0,1.0,0.0,0.0,0.0
100,0.0,0.0,0.5350590600653431,0.125,0.0,0.1082149914547131,0.0,1.0,0.1,0.0,1.0,0.0,0.0
101,0.5,1.0,0.33400351847197784,0.125,0.0,0.050748620223090936,1.0,0.0,0.1,1.0,0.0,0.0,0.0
102,1.0,1.0,0.37512679519283465,0.0,0.0,0.015126992566498259,0.0,0.0,0.0,1.0,0.0,0.0,0.0
103,1.0,1.0,0.32143754712239253,0.0,0.0,0.015175789316712771,1.0,0.0,0.0,1.0,0.0,0.0,0.0
104,1.0,0.0,0.19577783362653933,0.125,0.16666666666666666,0.016623491302076868,0.0,1.0,0.20000000000000004,0.0,1.0,0.0,0.0
105,1.0,1.0,0.34656948982156316,0.0,0.0,0.04396587194327397,1.0,0.0,0.0,1.0,0.0,0.0,0.0
106,1.0,1.0,0.2586076903744659,0.0,0.0,0.015265184963105752,0.0,0.0,0.0,1.0,0.0,0.0,0.0
107,1.0,1.0,0.37512679519283465,0.0,0.0,0.015126992566498259,0.0,0.0,0.0,1.0,0.0,0.0,0.0
108,1.0,1.0,0.37512679519283465,0.0,0.0,0.017005667449756914,1.0,0.0,0.0,1.0,0.0,0.0,0.0
109,0.5,1.0,0.22719276200050265,0.0,0.0,0.025374310111545468,1.0,0.0,0.0,1.0,0.0,0.0,0.0
110,0.5,1.0,0.5099271173661725,0.0,0.0,0.02936744577509929,0.0,1.0,0.0,1.0,0.0,0.0,0.0
111,1.0,0.0,0.37512679519283465,0.0,0.0,0.015183987170748809,0.0,0.0,0.0,0.0,0.0,1.0,0.0
112,0.0,0.0,0.4470972606182458,0.0,0.0,0.06183368037582086,0.0,1.0,0.0,0.0,0.0,1.0,0.0
113,1.0,0.0,0.22719276200050265,0.0,0.0,0.014216054833493776,0.0,0.0,0.0,0.0,0.0,1.0,0.0
114,0.0,0.0,0.7863784870570495,0.125,0.0,0.4328841690069588,1.0,0.0,0.1,0.0,1.0,0.0,0.0
115,1.0,1.0,0.22090977632571,0.125,0.0,0.028212719478023115,0.0,1.0,0.1,1.0,0.0,0.0,0.0
116,1.0,1.0,0.37512679519283465,0.0,0.0,0.012565163180236457,0.0,1.0,0.0,1.0,0.0,0.0,0.0
